[2017/03/05 16:59:20] §f[§aA§f] §ffybit§r executed /spawn at Location{world=CraftWorld{name=world},x=-4846.903449157227,y=54.42442231567264,z=404.4149155258215,pitch=49.199978,yaw=212.51953}
[2017/03/05 17:53:59] §f[§aA§f] §ffybit§r executed /gm 1 at Location{world=CraftWorld{name=world},x=-79.5056041344545,y=46.0,z=179.5861227397436,pitch=2.2499957,yaw=1.499939}
[2017/03/05 20:28:56] §f[§aA§f] §ffybit11§r executed /gm 1 at Location{world=CraftWorld{name=world},x=-349.59675412480436,y=10.448905721082918,z=151.52222471107112,pitch=13.049913,yaw=-213.8998}
[2017/03/05 20:33:09] §f[§aA§f] §fwolf§r executed /gm 1 at Location{world=CraftWorld{name=world},x=-72.85581904985546,y=37.0,z=210.12698702959506,pitch=8.550015,yaw=-31.34997}
[2017/03/05 20:33:14] §f[§aA§f] §fwolf§r executed /warp at Location{world=CraftWorld{name=world},x=-63.291081533039204,y=37.0,z=217.7593728509072,pitch=18.900019,yaw=-15.449961}
[2017/03/05 20:33:17] §f[§aA§f] §fwolf§r executed /warp boss at Location{world=CraftWorld{name=world},x=-62.30000001192093,y=38.0,z=221.82754206214244,pitch=18.900019,yaw=-15.449961}
[2017/03/05 20:33:27] §f[§aA§f] §fwolf§r executed /spawn at Location{world=CraftWorld{name=world},x=-4914.429791072299,y=19.618135667486527,z=402.6381726474666,pitch=-0.30001125,yaw=-112.98054}
[2017/03/05 20:34:54] §f[§aA§f] §ffybit11§r executed /gm 1 at Location{world=CraftWorld{name=world},x=-328.2997882524031,y=22.12370747440864,z=147.41713939086517,pitch=8.699913,yaw=147.59996}
[2017/03/05 20:36:31] §f[§aA§f] §fwolf§r executed /spawn at Location{world=CraftWorld{name=world},x=-41.57771696016243,y=39.01415343476606,z=270.2335937183841,pitch=5.3999157,yaw=87.00018}
[2017/03/05 20:36:45] §f[§aA§f] §fwolf§r executed /gm 1 at Location{world=CraftWorld{name=world},x=-46.9844064398426,y=38.0,z=261.9272084925997,pitch=32.1,yaw=192.45023}
[2017/03/05 20:37:08] §f[§aA§f] §ffybit11§r executed /tp wolf at Location{world=CraftWorld{name=world},x=-297.08480488768316,y=22.24882016629408,z=115.36010774019438,pitch=12.299913,yaw=97.799835}
[2017/03/05 20:40:03] §f[§aA§f] §fwolf§r executed /shopkeepr at Location{world=CraftWorld{name=world},x=-49.629578394926234,y=38.0,z=257.2998429461791,pitch=42.149944,yaw=187.4989}
[2017/03/05 20:40:12] §f[§aA§f] §fwolf§r executed /shopkeeper at Location{world=CraftWorld{name=world},x=-49.601817460316205,y=38.0,z=257.08633362553996,pitch=48.449947,yaw=186.89893}
[2017/03/05 20:41:08] §f[§aA§f] §fwolf§r executed /gm 3 at Location{world=CraftWorld{name=world},x=-40.545229224886306,y=3.0,z=179.0888513659961,pitch=56.999992,yaw=183.29858}
[2017/03/05 20:41:11] §f[§aA§f] §ffybit11§r executed /tp wolf at Location{world=CraftWorld{name=world},x=-51.45818880060154,y=41.248086444003576,z=274.8995345744769,pitch=29.550009,yaw=217.65015}
[2017/03/05 20:41:14] §f[§aA§f] §ffybit11§r executed /gm 3 at Location{world=CraftWorld{name=world},x=-39.30000001192093,y=3.0,z=165.69168832184414,pitch=-2.1000311,yaw=24.148468}
[2017/03/05 20:41:29] §f[§aA§f] §ffybit11§r executed /tp wolf at Location{world=CraftWorld{name=world},x=-37.74505794870263,y=46.12456015290527,z=198.52326652675097,pitch=30.29999,yaw=178.19833}
[2017/03/05 20:41:35] §f[§aA§f] §fwolf§r executed /gm 1 at Location{world=CraftWorld{name=world},x=-60.9416709784317,y=42.543227613359356,z=260.22840303664736,pitch=35.39996,yaw=256.64813}
[2017/03/05 20:41:38] §f[§aA§f] §ffybit11§r executed /tp wolf at Location{world=CraftWorld{name=world},x=-36.79496966252629,y=54.119170204045325,z=265.5529410245621,pitch=37.800007,yaw=256.64813}
[2017/03/05 20:41:42] §f[§aA§f] §fwolf§r executed /shopkeeper at Location{world=CraftWorld{name=world},x=-48.428880396242015,y=38.0,z=257.11324367520814,pitch=45.449974,yaw=176.09796}
[2017/03/05 20:41:44] §f[§aA§f] §fwolf§r executed /shopkeeper at Location{world=CraftWorld{name=world},x=-50.575676490278994,y=38.0,z=257.25406179466,pitch=44.99997,yaw=188.39801}
[2017/03/05 20:41:46] §f[§aA§f] §fwolf§r executed /shopkeeper at Location{world=CraftWorld{name=world},x=-52.49136354773297,y=38.0,z=256.98172614854985,pitch=44.99997,yaw=188.39801}
[2017/03/05 20:41:49] §f[§aA§f] §fwolf§r executed /shopkeeper at Location{world=CraftWorld{name=world},x=-54.734249827634294,y=38.0,z=257.10473488405563,pitch=44.99997,yaw=188.39801}
[2017/03/05 20:41:51] §f[§aA§f] §ffybit11§r executed /gm 1 at Location{world=CraftWorld{name=world},x=-64.66953215413541,y=44.005607064067846,z=255.54933923858053,pitch=10.199976,yaw=319.94797}
[2017/03/05 20:41:52] §f[§aA§f] §fwolf§r executed /shopkeeper at Location{world=CraftWorld{name=world},x=-48.85504764773499,y=38.0,z=257.7220752383823,pitch=47.999977,yaw=253.64807}
[2017/03/05 20:41:53] §f[§aA§f] §fwolf§r executed /shopkeeper at Location{world=CraftWorld{name=world},x=-48.858251943511746,y=38.0,z=259.9385824320466,pitch=47.999977,yaw=253.64807}
[2017/03/05 20:41:54] §f[§aA§f] §fwolf§r executed /shopkeeper at Location{world=CraftWorld{name=world},x=-49.015188391493126,y=38.0,z=262.14157842383224,pitch=47.999977,yaw=253.64807}
[2017/03/05 20:41:56] §f[§aA§f] §fwolf§r executed /shopkeeper at Location{world=CraftWorld{name=world},x=-49.12837784014805,y=38.0,z=263.9442483992101,pitch=47.999977,yaw=253.64807}
[2017/03/05 20:42:26] §f[§aA§f] §fwolf§r executed /kit at Location{world=CraftWorld{name=world},x=-51.135384938973445,y=52.00094440990749,z=213.231053493054,pitch=21.450003,yaw=32.69696}
[2017/03/05 20:42:28] §f[§aA§f] §ffybit11§r executed /kitadder at Location{world=CraftWorld{name=world},x=-79.11289911084461,y=45.5,z=176.81294846397563,pitch=65.1,yaw=1.9478881}
[2017/03/05 20:42:45] §f[§aA§f] §fwolf§r executed /enchantapi add protection 4 at Location{world=CraftWorld{name=world},x=-51.620238294517016,y=38.0,z=260.30262378510247,pitch=24.299997,yaw=252.29694}
[2017/03/05 20:42:47] §f[§aA§f] §fwolf§r executed /enchantapi add protection 4 at Location{world=CraftWorld{name=world},x=-53.87568472558676,y=38.0,z=261.0208853348503,pitch=24.299997,yaw=252.29694}
[2017/03/05 20:42:49] §f[§aA§f] §fwolf§r executed /enchantapi add protection 4 at Location{world=CraftWorld{name=world},x=-56.98563153512234,y=38.0,z=259.879144870282,pitch=25.799997,yaw=278.997}
[2017/03/05 20:42:50] §f[§aA§f] §fwolf§r executed /enchantapi add protection 4 at Location{world=CraftWorld{name=world},x=-54.7822585550258,y=38.0,z=259.7452505794852,pitch=24.599997,yaw=260.3969}
[2017/03/05 20:43:00] §f[§aA§f] §fwolf§r executed /enchantapi add fire protection 4 at Location{world=CraftWorld{name=world},x=-53.61556478723571,y=38.0,z=263.0580661346459,pitch=34.500004,yaw=131.3971}
[2017/03/05 20:43:02] §f[§aA§f] §fwolf§r executed /enchantapi add fire protection 4 at Location{world=CraftWorld{name=world},x=-52.58691253448695,y=38.0,z=263.1950090452569,pitch=29.400007,yaw=134.39722}
[2017/03/05 20:43:04] §f[§aA§f] §fwolf§r executed /enchantapi add fire protection 4 at Location{world=CraftWorld{name=world},x=-50.733623659684916,y=38.0,z=260.59320214230615,pitch=37.650005,yaw=74.99707}
[2017/03/05 20:43:06] §f[§aA§f] §fwolf§r executed /enchantapi add fire protection 4 at Location{world=CraftWorld{name=world},x=-54.770571916890376,y=38.0,z=260.4132584054532,pitch=40.200012,yaw=92.24658}
[2017/03/05 20:43:38] §f[§aA§f] §fwolf§r executed /enchantapi add blast protection 4 at Location{world=CraftWorld{name=world},x=-51.10226440264703,y=38.0,z=257.8964108320881,pitch=32.39999,yaw=99.59668}
[2017/03/05 20:43:40] §f[§aA§f] §fwolf§r executed /enchantapi add blast protection 4 at Location{world=CraftWorld{name=world},x=-52.523590603393835,y=38.0625,z=259.26282002913933,pitch=33.149986,yaw=73.19653}
[2017/03/05 20:43:42] §f[§aA§f] §fwolf§r executed /enchantapi add blast protection 4 at Location{world=CraftWorld{name=world},x=-53.37291452167288,y=38.0,z=261.11287333063893,pitch=34.499992,yaw=75.59668}
[2017/03/05 20:43:44] §f[§aA§f] §fwolf§r executed /enchantapi add blast protection 4 at Location{world=CraftWorld{name=world},x=-52.03928476127147,y=38.0625,z=259.1647050694921,pitch=32.699993,yaw=75.59668}
[2017/03/05 20:43:55] §f[§aA§f] §fwolf§r executed /kit tanthu at Location{world=CraftWorld{name=world},x=-46.80974444135153,y=38.0,z=262.0547474520332,pitch=43.05001,yaw=110.99744}
[2017/03/05 20:44:48] §f[§aA§f] §fwolf§r executed /enchantapi add Feather Falling 4 at Location{world=CraftWorld{name=world},x=-52.630614270992716,y=38.0,z=260.43006301450305,pitch=36.150005,yaw=101.99719}
[2017/03/05 20:44:50] §f[§aA§f] §fwolf§r executed /enchantapi add Feather Falling 4 at Location{world=CraftWorld{name=world},x=-54.20244101578681,y=38.0,z=260.7532140133112,pitch=36.150005,yaw=100.94702}
[2017/03/05 20:44:52] §f[§aA§f] §fwolf§r executed /enchantapi add Feather Falling 4 at Location{world=CraftWorld{name=world},x=-51.908043763156996,y=38.0,z=261.19918482649524,pitch=36.150005,yaw=100.64697}
